0,46,0,9
0,95,0,7
0,102,0,7
0,213,0,5
0,215,0,5
0,249,0,7
0,290,0,9
0,311,0,8
0,376,0,5
0,438,0,10
0,439,0,7
0,669,0,6
0,730,0,4
0,1028,0,6
0,1074,0,6
0,1075,0,4
0,1103,0,7
0,1124,0,4
0,1216,0,6
0,1311,0,10
0,1366,0,8
0,1383,0,10
0,1541,0,8
0,1555,0,4
0,1647,0,7
0,1649,0,4
0,1669,0,6
0,1703,0,8
0,1738,0,9
0,1739,0,5
0,1772,0,9
0,1779,0,7
0,1790,0,6
0,1942,0,5
0,2079,0,4
0,2285,0,9
0,2294,0,7
0,2430,0,5
0,2450,0,10
0,2647,0,10
0,2701,0,6
0,2712,0,4
0,2884,0,5
0,2913,0,4
0,2920,0,9
0,2983,0,6
0,2991,0,9
0,3051,0,4
0,3105,0,9
0,3114,0,8
0,3235,0,6
0,3247,0,8
0,3308,0,4
0,3366,0,5
0,3413,0,10
0,3424,0,5
0,3482,0,4
1,44,0,6
1,59,0,6
1,115,0,9
1,173,0,6
1,221,0,6
1,256,0,4
1,288,0,10
1,329,0,4
1,338,0,9
1,434,0,9
1,470,0,9
1,488,0,8
1,500,0,10
1,507,0,10
1,728,0,8
1,750,0,10
1,1088,0,4
1,1105,0,5
1,1196,0,4
1,1313,0,5
1,1369,0,4
1,1390,0,4
1,1451,0,4
1,1465,0,6
1,1470,0,4
1,1671,0,4
1,1721,0,4
1,1778,0,8
1,1782,0,10
1,1820,0,7
1,1840,0,7
1,1942,0,6
1,1949,0,9
1,1967,0,5
1,1968,0,8
1,2100,0,4
1,2102,0,5
1,2138,0,10
1,2161,0,8
1,2234,0,10
1,2245,0,10
1,2364,0,6
1,2430,0,8
1,2517,0,4
1,2530,0,10
1,2623,0,8
1,2677,0,6
1,2692,0,6
1,2698,0,7
1,2720,0,4
1,2747,0,9
1,2761,0,10
1,2795,0,6
1,2845,0,9
1,2925,0,6
1,2962,0,5
1,3000,0,9
1,3061,0,5
1,3070,0,4
1,3225,0,9
1,3331,0,4
1,3428,0,5
1,3465,0,9
2,49,0,5
2,51,0,7
2,90,0,6
2,117,0,10
2,162,0,7
2,283,0,7
2,300,0,10
2,376,0,7
2,445,0,10
2,710,0,4
2,714,0,10
2,757,0,4
2,840,0,4
2,849,0,10
2,876,0,5
2,907,0,8
2,946,0,8
2,1029,0,7
2,1032,0,5
2,1033,0,6
2,1058,0,5
2,1059,0,6
2,1060,0,7
2,1130,0,5
2,1153,0,7
2,1164,0,5
2,1178,0,6
2,1223,0,7
2,1302,0,9
2,1357,0,9
2,1434,0,5
2,1438,0,7
2,1492,0,8
2,1500,0,8
2,1633,0,10
2,1674,0,6
2,1744,0,7
2,1809,0,7
2,1826,0,5
2,1834,0,5
2,1844,0,9
2,1930,0,10
2,1970,0,7
2,2019,0,8
2,2061,0,9
2,2241,0,8
2,2444,0,9
2,2546,0,5
2,2563,0,8
2,2579,0,6
2,2634,0,8
2,2653,0,10
2,2675,0,10
2,2696,0,5
2,2726,0,4
2,2728,0,6
2,2866,0,8
2,2886,0,6
2,2887,0,6
2,2904,0,7
2,2931,0,9
2,2938,0,10
2,2991,0,4
2,2994,0,8
2,3013,0,5
2,3092,0,9
2,3165,0,10
2,3185,0,4
2,3247,0,8
2,3311,0,4
2,3392,0,6
2,3406,0,8
3,0,0,10
3,25,0,9
3,42,0,8
3,231,0,10
3,351,0,8
3,379,0,4
3,508,0,10
3,548,0,5
3,601,0,6
3,739,0,9
3,767,0,6
3,853,0,7
3,1079,0,6
3,1085,0,10
3,1103,0,6
3,1165,0,8
3,1201,0,5
3,1203,0,6
3,1243,0,9
3,1277,0,6
3,1284,0,8
3,1362,0,4
3,1420,0,7
3,1551,0,9
3,1595,0,9
3,1673,0,5
3,1685,0,9
3,1711,0,9
3,1771,0,7
3,1827,0,4
3,1845,0,5
3,1874,0,8
3,1971,0,10
3,2016,0,7
3,2033,0,10
3,2039,0,10
3,2076,0,9
3,2107,0,8
3,2156,0,8
3,2179,0,9
3,2368,0,5
3,2405,0,9
3,2414,0,10
3,2432,0,5
3,2436,0,8
3,2470,0,6
3,2553,0,5
3,2568,0,7
3,2579,0,9
3,2710,0,5
3,2731,0,6
3,2743,0,4
3,2811,0,9
3,2821,0,5
3,2824,0,5
3,2841,0,7
3,2925,0,9
3,3058,0,8
3,3125,0,8
3,3153,0,6
3,3224,0,6
3,3228,0,10
3,3259,0,8
3,3279,0,5
3,3304,0,4
3,3497,0,8
4,139,0,10
4,186,0,5
4,425,0,6
4,433,0,6
4,564,0,10
4,580,0,8
4,611,0,10
4,671,0,8
4,683,0,7
4,833,0,5
4,877,0,4
4,887,0,6
4,893,0,6
